Quote,Author,emotion
You can't be funny if you don't have good material.,Matt LeBlanc,Joy
I am my own experiment. I am my own work of art.,Madonna Ciccone,Joy
Success is peace of mind which is a direct result of self-satisfaction in knowing you did your best to become the best you are capable of becoming.,John Wooden,Joy
"I hope everyone that is reading this is having a really good day. And if you are not, just know that in every new minute that passes you have an opportunity to change that.",Gillian Anderson,Joy
It is often said that before you die your life passes before your eyes. It is in fact true. It's called living.,Terry Pratchett,Joy
'Tis better to have loved and lost than never to have loved at all.,Alfred Lord Tennyson,Joy
Our humor turns our anger into a fine art.,Mary Kay Blakely,Anger
I am a real person that cares about his art and cares about what he's doing - I have a heart and a soul and want to touch people and give.,LL Cool J,Joy
Coming together is a beginning; keeping together is progress; working together is success.,Henry Ford,Joy
But what we call our despair is often only the painful eagerness of unfed hope.,George Eliot,Fear
Kindness in words creates confidence. Kindness in thinking creates profoundness. Kindness in giving creates love.,Lao Tzu,Joy
Even a true artist does not always produce art.,Carroll O'Connor,Joy
It doesn't take many people to have a bad sense of humor to get in trouble at a corporation.,Scott Adams,Anger
Hope is the feeling we have that the feeling we have is not permanent.,Mignon McLaughlin,Joy
Smile in the mirror. Do that every morning and you'll start to see a big difference in your life.,Yoko Ono,Joy
Every artist writes his own autobiography.,Havelock Ellis,Anger
I've got a great sense of humor.,Anthony Hopkins,Joy
"I consider myself Istanbul's storyteller. My subject matter is my town. I consider it my job to explore the hidden patterns of my city's clandestine corners, its shady, mysterious places, the things I love.",Orhan Pamuk,Fear
I have never let my schooling interfere with my education.,Mark Twain,Anger
"The price of success is hard work, dedication to the job at hand, and the determination that whether we win or lose, we have applied the best of ourselves to the task at hand.",Vince Lombardi,Joy
"The future is not Big Government. Self-serving politicians. Powerful bureaucrats. This has been tried, tested throughout history. The result has always been disaster. President Obama, your agenda is not new. It's not change, and it's not hope.",Rush Limbaugh,Joy
"There is no end to education. It is not that you read a book, pass an examination, and finish with education. The whole of life, from the moment you are born to the moment you die, is a process of learning.",Jiddu Krishnamurti,Joy
"When I am finishing a picture, I hold some God-made object up to it - a rock, a flower, the branch of a tree or my hand - as a final test. If the painting stands up beside a thing man cannot make, the painting is authentic. If there's a clash between the two, it's bad art.",Marc Chagall,Joy
"I think in my case, I had no choice but to have a good sense of humor. I grew up with my dad, Danny Thomas, and George Burns and Bob Hope and Milton Berle and Sid Caesar and all those guys were at our house all the time and telling jokes and making each other laugh.",Marlo Thomas,Joy
"That's my actual payment, the fact that I can actually make something that I actually enjoy and put on repeat, and it's not related to anything else or anyone else's thoughts and ideas, it all came from me; I just love that aspect of it.",Akon,Joy
"Success is simple. Do what's right, the right way, at the right time.",Arnold H. Glasow,Joy
We would not be interested in human beings if we did not have the hope of someday meeting someone worse off than ourselves.,Emile M. Cioran,Joy
"Beginning today, treat everyone you meet as if they were going to be dead by midnight. Extend to them all the care, kindness and understanding you can muster, and do it with no thought of any reward. Your life will never be the same again.",Og Mandino,Joy
"Draw your pleasure, paint your pleasure, and express your pleasure strongly.",Pierre Bonnard,Joy
"Down the road, I'll probably have a kid or two or three. And there will probably be political events or spiritual things to comment on, and humor.",Alanis Morissette,Joy
Write what you love. Love will hold you through the hard times and hold the world during the good times.,Mark Z. Danielewski,Joy
Not all those who wander are lost.,J.R.R. Tolkien,Joy
The starting point of all achievement is desire.,Napoleon Hill,Joy
"I hope people start to look at their lives as the most powerful, creative act they will ever offer this world.",Tom Shadyac,Joy
"Never stop fighting until you arrive at your destined place - that is, the unique you. Have an aim in life, continuously acquire knowledge, work hard, and have perseverance to realise the great life.",A. P. J. Abdul Kalam,Joy
A great artist can paint a great picture on a small canvas.,Charles Dudley Warner,Joy
You've got to have a sense of humor to keep your sanity.,Lance Bass,Joy
"You are ugly when you love her, you are beautiful and fresh, vital and free, modern and poetic when you don't... you are more beautiful as an orphan than as your mother's son.",Witold Gombrowicz,Joy
Books are the ultimate Dumpees: put them down and they’ll wait for you forever; pay attention to them and they always love you back.,John Green,Joy
"Always be yourself, express yourself, have faith in yourself, do not go out and look for a successful personality and duplicate it.",Bruce Lee,Joy
"She gave up beauty in her tender youth, gave all her hope and joy and pleasant ways; she covered up her eyes lest they should gaze on vanity, and chose the bitter truth.",Christina Rossetti,Anger
He who is not courageous enough to take risks will accomplish nothing in life.,Muhammad Ali,Joy
That's the motivation of an artist - to seek attention of some kind.,James Taylor,Joy
"I never write anything without humor, just because I like humor, but at the same time, it is a way for anything fantastical to become relatable.",Joss Whedon,Joy
"I'm very girly. I love to talk about diets, exercise, kids, make-up.",Rachel Hunter,Joy
"So it's not gonna be easy. It's going to be really hard; we're gonna have to work at this everyday, but I want to do that because I want you. I want all of you, forever, everyday. You and me... everyday.",Nicholas Sparks,Joy
"Don't aim for success if you want it; just do what you love and believe in, and it will come naturally.",David Frost,Joy
"A lot of people, to attack an outspoken atheist, one of the things they'll do is say, 'You are as bad as the fundamentalist Christians.' And my answer is always, 'I hope so.'",Penn Jillette,Anger
"Gratitude unlocks the fullness of life. It turns what we have into enough, and more. It turns denial into acceptance, chaos to order, confusion to clarity. It can turn a meal into a feast, a house into a home, a stranger into a friend.",Melody Beattie,Fear
"Every other artist begins with a blank canvas, a piece of paper the photographer begins with the finished product.",Edward Steichen,Anger
"It's always amazed me how little attention philosophers, psychologists, or anyone else actually has paid to humor.",Edward de Bono,Joy
"Love is a fire. But whether it is going to warm your hearth or burn down your house, you can never tell.",Joan Crawford,Joy
It takes courage to grow up and become who you really are.,E.E. Cummings,Joy
Success consists of going from failure to failure without loss of enthusiasm.,Winston Churchill,Joy
"You want to play another kind of character in another genre, and it's been something I've been trying to do if I can in the career so far, and it's something I hope to continue because it's interesting to me and you get to do different things as an actor.",Keanu Reeves,Joy
